date,arrival,Hong kong,Hong kong dollar,Sheung Wan ,Tai Ping Shan Street,Hong kong central,Hong Kong Disneyland,hong kong dollar to rmb,hkd to usd,Hong Kong cuisine,hong kong food,hong kong yum cha,hong kong best food,hong kong chinese food,hong kong food blog,hong kong hotel,silka hotel hong kong,hotel hong kong kowloon,crowne plaza hong kong kowloon east,Grand Hyatt Hong Kong,airbnb,hong kong accommodation,flights to hong kong,cathay pacific,hong kong to macau travel time,hong kong macau ferry,hong kong airport to macau,hong kong ferry terminal,ferry macau to hong kong airport,hong kong ferry,hongkong macau,hong kong airport,hong kong airport express,hong kong mtr hours,hong kong Transportation ,air asia,Hong Kong Airlines,agoda hong kong,asia travel hong kong,ocean park hong kong,hong kong map,singapore to hong kong,china mainland to hong kong,hong kong light show,skyscanner,ladies market hong kong opening hours,Shopping in Hong Kong,citygate outlet,hong kong shopping festival,hong kong casino,what to do in hong kong,nightlife hong kong,hong kong clubs,lan kwai fong,hong kong weather,occupy central,hongkong customs,hong kong cheap flight,Avenue of Stars,travel Tsim Sha Tsui,hong kong dollar to,hong kong currency,hong kong restaurant,hong kong travel,travel to Hong Kong,hong kong michelin,hong kong hotel central,hong kong hotel central.1,hong kong macao,hong kong asian,Hong Kong television drama,thai to hong kong,macau to hong kong,china hong kong,map hong kong,taiwan hong kong,japan hong kong,korea hong kong,mobile hong kong,eat hong kon,US hong kong,UK hong kong,shopping hong kong,street hong kong,price hong kong,ticket hong kong,train hong kong,bus hong kong,taxi hong kong,holiday hong kong,festival hong kong,hot hong kong,temperature hong kong,bar hong kong,air asia Hong Kong,Yum cha,Hong Kong Convention and Exhibition Centre
2017-02,79875,60,74,39,42,34,71,42,85,44,81,25,77,67,42,62,42,62,19,50,64,66,78,57,42,54,86,29,22,16,25,70,53,42,49,3,31,18,47,29,51,71,58,41,88,42,42,42,42,74,86,32,36,15,43,4,42,39,57,42,69,44,76,87,63,56,52,52,39,75,42,35,62,54,51,51,54,59,74,42,61,72,61,73,71,85,47,46,38,69,38,51,40,68,65,42,27
2017-03,114515,69,91,20,49,40,66,49,94,71,92,23,78,82,49,67,49,47,0,65,72,88,95,67,49,67,52,18,10,22,8,84,36,49,45,3,39,48,42,48,66,94,37,15,92,49,33,49,49,100,91,19,65,15,55,2,49,56,50,49,86,43,78,93,100,79,26,26,25,89,49,36,75,59,66,63,58,53,53,49,64,70,44,62,79,69,69,37,45,44,53,65,47,85,41,49,16
2017-04,114030,64,89,38,29,37,74,29,89,52,91,24,69,63,29,60,29,51,55,33,70,75,92,61,29,29,37,19,11,22,16,83,38,29,91,3,39,22,23,46,63,81,24,48,87,29,30,29,29,49,83,41,69,13,45,3,29,22,57,29,79,53,74,77,83,62,55,55,11,82,29,58,60,55,63,69,60,100,60,29,65,60,41,57,82,71,44,37,100,100,39,58,43,73,44,29,35
2017-05,96974,62,86,33,36,37,79,36,87,86,80,74,54,66,36,59,36,29,19,51,73,91,89,61,36,38,18,19,0,16,12,94,52,36,68,3,36,34,23,56,53,73,32,48,92,36,26,36,36,54,93,62,25,15,40,1,36,38,54,36,86,52,82,75,52,66,62,62,26,82,36,29,51,53,53,59,67,70,76,36,56,48,48,61,58,55,52,47,33,64,38,47,44,70,64,36,18
2017-06,105460,61,70,86,27,32,62,27,92,65,82,0,68,56,27,69,27,51,0,19,84,68,70,62,27,20,19,30,34,18,17,73,31,27,29,4,39,12,24,44,42,71,17,76,93,27,11,27,27,61,78,43,41,13,47,1,27,24,58,27,65,39,86,66,76,52,94,94,20,71,27,61,79,48,42,49,42,57,53,27,59,89,32,60,70,80,59,33,51,46,40,68,20,71,47,27,28
2017-07,98731,65,76,69,37,40,64,37,88,50,100,0,92,77,37,78,37,53,20,55,90,89,92,64,37,46,40,40,11,23,13,83,23,37,30,3,43,42,24,40,44,72,43,51,92,37,54,37,37,67,58,38,45,12,46,1,37,40,54,37,76,47,86,74,73,49,77,77,20,84,37,62,58,49,44,54,49,48,76,37,58,73,59,67,81,62,54,48,41,53,45,75,65,85,81,37,37
2017-08,82604,66,89,81,41,29,60,41,86,52,87,0,75,70,41,68,41,37,0,51,78,60,82,65,41,58,28,47,11,23,12,82,42,41,64,3,44,56,17,51,48,84,32,32,89,41,20,41,41,53,56,20,49,12,69,1,41,38,49,41,77,52,76,69,57,63,61,61,11,75,41,34,79,48,48,48,50,78,61,41,67,65,53,78,64,61,52,41,33,65,76,52,39,94,63,41,17
2017-09,85766,62,76,70,39,38,55,39,96,42,79,98,72,60,39,71,39,45,18,54,64,45,83,60,39,62,55,0,11,18,20,73,46,39,32,3,44,68,23,60,54,82,24,16,84,39,15,39,39,62,88,46,38,19,48,1,39,60,58,39,74,59,70,76,79,57,100,100,26,61,39,68,56,51,54,53,45,74,78,39,61,60,50,76,81,82,43,42,62,72,55,58,59,69,44,39,17
2017-10,109357,63,71,72,25,34,57,25,90,49,83,23,59,73,25,88,25,58,0,37,63,94,84,65,25,50,62,9,31,23,27,83,36,25,49,4,42,65,27,44,48,86,0,30,84,25,29,25,25,51,72,39,27,23,55,3,25,36,49,25,75,43,80,80,81,57,90,90,50,64,25,83,62,52,48,49,50,55,71,25,62,72,85,59,79,67,62,47,63,85,42,42,53,80,48,25,58
2017-11,121179,63,91,69,34,25,59,34,96,83,83,0,58,77,34,68,34,47,0,65,60,22,85,66,34,38,18,37,32,23,36,83,100,34,55,3,46,33,39,27,50,91,23,70,88,34,20,34,34,44,89,35,31,13,57,4,34,52,52,34,83,40,75,72,80,64,27,27,33,79,34,28,62,53,50,61,54,73,42,34,58,57,49,56,79,49,54,39,51,69,30,34,59,82,25,34,51
2017-12,109783,64,73,32,38,34,82,38,85,74,100,24,50,100,38,62,38,33,0,56,60,7,82,63,38,43,18,0,11,20,12,76,46,38,55,3,52,22,45,23,51,87,16,55,80,38,30,38,38,84,88,36,38,15,54,3,38,52,42,38,65,47,96,71,62,57,44,44,15,84,38,48,62,47,51,50,55,66,35,38,60,70,58,67,100,100,52,35,46,67,39,72,73,83,100,38,35
2018-01,101744,64,89,40,41,32,58,41,100,56,87,0,59,72,41,67,41,27,0,58,81,14,84,65,41,49,43,9,10,20,19,72,43,41,37,3,64,36,63,30,63,89,29,37,98,41,42,41,41,53,100,28,42,10,67,1,41,14,46,41,79,50,76,72,70,70,46,46,38,81,41,58,68,51,63,51,66,52,36,41,66,53,56,62,94,61,63,38,34,39,39,75,71,77,47,41,24
2018-02,75975,65,87,27,45,39,69,45,83,62,85,49,92,67,45,62,45,31,37,27,79,11,81,56,45,34,0,0,11,17,4,75,77,45,80,3,58,17,29,47,56,92,24,16,100,45,46,45,45,49,73,31,42,11,56,2,45,8,51,45,83,67,76,74,81,36,68,68,8,83,45,64,59,54,56,65,61,80,36,45,64,80,39,79,90,62,60,100,27,51,36,100,34,59,83,45,18
2018-03,128125,65,88,45,53,36,70,53,88,61,81,91,42,67,53,71,53,46,17,59,83,7,88,68,53,36,17,35,40,19,30,84,31,53,55,4,72,21,58,60,56,76,15,30,98,53,38,53,53,62,94,38,13,16,58,2,53,70,53,53,83,52,75,81,79,56,41,41,52,72,53,63,70,56,56,58,58,61,26,53,64,54,36,81,74,76,65,34,41,30,35,35,50,56,59,53,32
2018-04,121213,63,88,57,39,41,75,39,83,45,80,23,67,58,39,69,39,32,0,37,80,7,76,65,39,14,44,45,10,22,23,74,45,39,69,3,75,49,33,44,57,82,23,23,96,39,44,39,39,55,89,39,57,16,43,2,39,51,55,39,92,59,70,83,77,60,53,53,22,72,39,28,72,55,57,61,62,55,34,39,62,51,32,60,83,67,63,51,56,49,35,56,37,68,18,39,25
2018-05,103594,61,81,67,49,34,63,49,78,54,77,0,71,62,49,65,49,26,17,40,85,7,91,70,49,50,18,27,41,20,27,82,53,49,45,4,95,38,48,44,55,85,23,30,100,49,24,49,49,42,86,73,36,12,48,2,49,36,54,49,79,66,70,74,80,70,37,37,32,85,49,32,85,53,55,62,61,50,37,49,68,50,45,53,71,83,62,46,59,50,27,55,56,70,18,49,50
2018-06,113117,62,70,22,58,30,68,58,79,47,87,73,67,63,58,58,58,46,0,39,94,19,81,68,58,10,46,19,22,15,12,84,43,58,40,3,83,23,56,42,45,92,24,48,99,58,10,58,58,49,85,56,38,10,46,1,58,37,55,58,72,38,72,64,67,71,50,50,11,85,58,72,61,48,45,52,55,70,36,58,56,70,56,64,71,60,72,58,66,47,56,55,44,82,38,58,17
2018-07,105698,62,67,43,48,36,69,48,85,47,79,49,50,62,48,61,48,32,18,33,100,11,92,65,48,38,18,47,0,23,12,74,42,48,32,3,70,28,28,28,46,92,16,48,94,48,20,48,48,84,74,61,31,8,41,1,48,45,61,48,76,50,72,72,74,76,28,28,19,73,48,48,60,53,46,62,47,31,46,48,67,50,25,54,68,51,55,41,48,50,35,55,35,58,19,48,17
2018-08,89055,63,89,26,36,35,61,36,86,72,76,24,77,51,36,67,36,53,0,35,84,7,97,61,36,70,9,27,21,21,16,81,29,36,34,3,100,27,22,49,48,93,15,31,84,36,49,36,36,47,68,35,27,14,45,2,36,36,58,36,86,48,70,57,77,31,54,54,18,71,36,70,70,51,48,64,53,52,34,36,59,65,37,62,75,82,49,35,39,26,53,51,34,99,43,36,25
2018-09,88098,70,78,21,40,34,68,40,81,55,78,48,42,63,40,62,40,49,18,44,73,15,81,70,40,66,45,37,31,20,20,92,41,40,54,3,87,66,39,68,59,100,47,78,83,40,45,40,40,83,85,35,37,11,93,4,40,7,58,40,70,54,63,66,89,69,49,49,22,74,40,47,81,60,59,59,61,50,70,40,69,28,73,64,83,85,100,43,26,50,79,43,59,45,37,40,17
2018-10,122699,64,89,31,33,32,66,33,88,49,81,23,76,76,33,63,33,38,0,100,66,18,92,70,33,46,35,18,10,24,27,81,28,33,72,3,78,32,22,44,64,78,61,61,85,33,39,33,33,34,89,24,33,12,56,4,33,29,56,33,78,50,58,62,72,47,21,21,100,53,33,28,100,54,64,61,53,61,41,33,62,44,37,64,85,76,80,48,42,48,35,55,70,78,60,33,33
2018-11,137397,61,79,16,52,41,64,52,91,45,81,23,54,60,52,57,52,32,0,57,62,11,79,78,52,50,79,36,31,23,20,84,45,52,76,3,76,0,22,40,47,90,38,23,81,52,39,52,52,55,83,44,47,12,64,3,52,14,47,52,72,46,63,68,71,60,64,64,22,83,52,37,93,52,47,56,56,34,69,52,64,41,35,63,82,62,60,54,48,49,36,42,55,93,36,52,33
2018-12,117517,63,71,21,45,30,56,45,82,100,94,96,62,71,45,53,45,34,35,38,63,18,80,66,45,42,81,0,41,15,8,75,37,45,81,3,71,33,22,22,45,80,31,93,74,45,64,45,45,22,77,35,34,7,58,3,45,37,48,45,63,41,82,58,81,98,32,32,29,70,45,33,83,50,45,53,58,55,48,45,52,40,43,73,75,61,53,52,36,49,29,80,57,65,49,45,25
