date,arrival,Hong kong,Hong kong dollar,Sheung Wan ,Tai Ping Shan Street,Hong kong central,Hong Kong Disneyland,hong kong dollar to rmb,hkd to usd,Hong Kong cuisine,hong kong food,hong kong yum cha,hong kong best food,hong kong chinese food,hong kong food blog,hong kong hotel,silka hotel hong kong,hotel hong kong kowloon,crowne plaza hong kong kowloon east,Grand Hyatt Hong Kong,airbnb,hong kong accommodation,flights to hong kong,cathay pacific,hong kong to macau travel time,hong kong macau ferry,hong kong airport to macau,hong kong ferry terminal,ferry macau to hong kong airport,hong kong ferry,hongkong macau,hong kong airport,hong kong airport express,hong kong mtr hours,hong kong Transportation ,air asia,Hong Kong Airlines,agoda hong kong,asia travel hong kong,ocean park hong kong,hong kong map,singapore to hong kong,china mainland to hong kong,hong kong light show,skyscanner,ladies market hong kong opening hours,Shopping in Hong Kong,citygate outlet,hong kong shopping festival,hong kong casino,what to do in hong kong,nightlife hong kong,hong kong clubs,lan kwai fong,hong kong weather,occupy central,hongkong customs,hong kong cheap flight,Avenue of Stars,travel Tsim Sha Tsui,hong kong dollar to,hong kong currency,hong kong restaurant,hong kong travel,travel to Hong Kong,hong kong michelin,hong kong hotel central,hong kong hotel central.1,hong kong macao,hong kong asian,Hong Kong television drama,thai to hong kong,macau to hong kong,china hong kong,map hong kong,taiwan hong kong,japan hong kong,korea hong kong,mobile hong kong,eat hong kon,US hong kong,UK hong kong,shopping hong kong,street hong kong,price hong kong,ticket hong kong,train hong kong,bus hong kong,taxi hong kong,holiday hong kong,festival hong kong,hot hong kong,temperature hong kong,bar hong kong,air asia Hong Kong,Yum cha,Hong Kong Convention and Exhibition Centre
2017-02,31868,68,77,68,78,53,57,78,75,39,70,43,36,18,78,50,78,39,0,32,77,45,71,74,78,48,12,17,78,32,36,65,27,78,78,11,47,20,46,35,76,100,78,38,80,78,11,78,33,42,55,78,78,15,43,2,78,22,18,78,80,32,48,45,62,37,52,52,55,59,78,30,37,58,61,72,86,19,36,78,38,47,26,63,70,69,79,35,6,42,39,61,70,49,30,78,0
2017-03,45054,71,62,29,76,41,58,76,71,20,58,44,15,31,76,48,76,36,22,38,77,39,76,67,76,47,54,29,76,27,37,72,8,76,76,12,50,23,0,42,69,82,76,24,78,76,32,76,0,13,55,76,76,10,44,2,76,35,23,76,68,41,51,44,36,31,35,35,15,38,76,45,30,57,70,57,82,37,25,76,43,41,31,58,66,89,57,47,65,49,33,15,38,73,14,76,0
2017-04,62354,75,68,32,97,65,61,97,65,8,67,74,43,17,97,46,97,51,0,71,80,53,61,71,97,65,28,50,97,52,28,77,69,97,97,11,53,6,52,31,61,68,97,36,77,97,34,97,0,41,65,97,97,7,42,2,97,35,26,97,72,41,83,48,63,51,20,20,53,43,97,29,60,59,57,52,78,51,32,97,45,33,42,60,64,71,62,53,61,70,27,8,49,80,41,97,0
2017-05,40984,65,69,31,86,46,63,86,67,14,68,23,49,16,86,43,86,51,0,26,72,33,63,64,86,43,48,31,86,29,59,71,49,86,86,11,52,12,33,42,63,67,86,17,82,86,16,86,0,53,70,86,86,13,27,2,86,30,16,86,66,27,51,49,51,24,28,28,17,54,86,34,53,57,71,63,62,71,36,86,33,43,31,100,46,82,62,34,40,38,51,16,32,68,27,86,0
2017-06,46548,68,58,25,92,38,61,92,46,16,85,67,79,18,92,44,92,32,25,19,76,40,53,65,92,60,34,42,92,27,28,72,9,92,92,12,48,20,0,36,60,78,92,28,78,92,24,92,0,26,57,92,92,14,36,0,92,25,0,92,62,27,90,47,55,31,30,30,18,41,92,59,66,56,58,73,66,53,39,92,29,41,23,70,61,81,52,29,50,36,16,34,69,48,13,92,76
2017-07,43920,71,53,25,99,36,63,99,76,15,75,42,52,0,99,52,99,51,26,22,81,57,60,69,99,33,57,42,99,18,42,80,87,99,99,10,82,29,18,48,55,83,99,18,79,99,35,99,32,21,63,99,99,5,40,0,99,54,26,99,62,32,69,39,38,31,40,40,18,66,99,58,57,52,57,65,80,47,51,99,27,37,31,51,65,72,51,26,37,39,22,8,50,76,13,99,0
2017-08,34938,76,61,31,79,47,61,79,64,50,89,39,57,33,79,52,79,38,24,46,74,57,65,69,79,31,37,16,79,39,39,84,32,79,79,10,68,33,49,38,71,73,79,34,82,79,36,79,0,38,39,79,79,6,63,0,79,33,24,79,58,39,73,57,49,19,28,28,33,53,79,20,52,54,71,81,97,70,51,79,40,44,31,40,66,55,60,28,35,36,30,62,69,80,15,79,47
2017-09,53812,71,70,8,87,25,63,87,55,23,88,41,77,0,87,45,87,36,0,37,82,50,59,68,87,98,39,66,87,33,41,78,26,87,87,12,68,38,17,47,62,75,87,18,81,87,32,87,32,45,85,87,87,12,42,0,87,32,26,87,74,33,72,57,55,15,35,35,17,49,87,29,57,60,61,81,78,56,54,87,53,43,36,50,62,83,61,47,49,36,81,17,37,75,19,87,0
2017-10,54027,78,73,31,76,38,72,76,93,21,86,70,73,49,76,63,76,46,0,46,81,68,66,67,76,68,53,54,76,43,26,79,97,76,76,11,81,30,16,56,74,93,76,17,89,76,22,76,0,38,67,76,76,23,55,4,76,70,16,76,72,51,66,56,57,33,19,19,33,74,76,74,72,68,78,63,75,66,81,76,48,41,29,71,80,59,71,47,23,55,40,78,78,73,9,76,23
2017-11,50975,70,80,16,71,53,55,71,84,36,85,24,41,0,71,50,71,25,24,30,84,38,59,60,71,19,21,56,71,17,53,70,41,71,71,11,65,15,25,48,59,77,71,0,85,71,51,71,0,15,54,71,71,6,48,2,71,58,25,71,82,41,60,53,36,54,43,43,67,36,71,48,59,53,55,90,78,49,40,71,51,35,45,60,78,56,64,42,23,30,26,48,44,57,15,71,24
2017-12,54655,66,66,33,86,46,60,86,62,38,82,33,78,35,86,42,86,36,0,43,86,43,60,61,86,7,17,34,86,29,21,79,61,86,86,9,54,13,53,45,66,66,86,18,77,86,39,86,0,26,51,86,86,10,51,0,86,43,18,86,67,41,46,42,48,62,25,25,36,55,86,36,33,45,62,50,69,28,61,86,39,57,35,51,54,50,60,24,31,41,11,50,65,55,13,86,0
2018-01,58811,71,72,68,90,67,78,90,51,42,67,46,48,81,90,46,90,43,35,26,100,49,76,67,90,85,52,31,90,36,38,80,71,90,90,9,68,21,32,62,78,88,90,17,100,90,34,90,29,19,71,90,90,6,53,0,90,39,32,90,70,37,79,59,50,57,41,41,49,40,90,20,60,56,75,83,84,52,44,90,41,42,34,70,70,96,73,51,57,48,40,47,60,51,12,90,0
2018-02,25649,67,61,41,85,29,49,85,66,15,79,33,69,35,85,49,85,59,38,28,90,41,54,62,85,19,33,33,85,18,55,61,69,85,85,9,57,29,17,47,66,76,85,27,97,85,19,85,0,30,71,85,85,12,42,0,85,42,43,85,61,22,84,40,36,71,60,60,18,54,85,36,69,47,56,77,60,66,38,85,26,47,24,76,68,71,51,100,68,40,21,25,55,60,13,85,25
2018-03,48259,70,80,15,80,42,66,80,37,34,83,52,47,31,80,52,80,41,0,33,84,47,67,67,80,24,31,45,80,33,37,69,38,80,80,10,73,23,31,55,61,71,80,49,84,80,21,80,29,14,77,80,80,11,51,0,80,45,0,80,70,24,64,49,46,41,27,27,47,59,80,13,35,54,55,71,80,59,43,80,38,65,30,70,54,60,67,52,55,34,29,30,72,86,17,80,0
2018-04,58997,74,76,38,89,36,69,89,38,21,81,23,49,33,89,57,89,48,0,46,80,35,56,68,89,62,52,47,89,37,52,82,56,89,89,9,54,9,49,53,69,99,89,34,88,89,26,89,0,38,64,89,89,10,45,0,89,40,24,89,68,55,72,57,57,57,23,23,98,46,89,27,97,53,71,74,75,4,39,89,48,33,32,52,63,59,68,37,69,45,20,39,52,47,18,89,0
2018-05,43110,65,54,43,87,45,62,87,36,33,100,37,61,46,87,42,87,33,22,19,73,34,54,62,87,53,54,0,87,27,18,65,53,87,87,10,69,9,47,48,63,82,87,32,86,87,23,87,0,32,47,87,87,14,29,6,87,38,31,87,62,28,55,44,50,27,44,44,93,31,87,38,59,61,57,62,84,29,28,87,36,36,24,47,63,81,71,34,27,62,53,22,52,60,20,87,0
2018-06,42521,65,71,45,90,30,57,90,33,14,87,39,65,49,90,45,90,34,23,52,76,48,50,59,90,25,26,16,90,26,45,73,56,90,90,9,69,18,16,46,54,72,90,25,82,90,44,90,0,38,61,90,90,6,34,2,90,40,49,90,81,55,50,60,52,29,51,51,0,68,90,34,38,50,54,51,63,26,39,90,36,44,27,49,46,51,71,33,0,44,15,70,49,72,18,90,23
2018-07,47022,67,62,15,89,31,68,89,26,14,77,31,32,0,89,43,89,48,23,23,82,49,68,58,89,37,15,0,89,36,45,71,47,89,89,10,62,21,24,53,65,79,89,25,87,89,32,89,0,42,98,89,89,10,35,2,89,43,0,89,70,40,40,53,33,33,23,23,0,45,89,40,73,51,63,64,69,30,29,89,26,28,28,53,57,73,72,39,51,47,30,78,57,65,32,89,23
2018-08,40084,70,69,29,88,52,61,88,52,27,79,59,100,31,88,54,88,45,0,33,75,52,60,62,88,70,30,22,88,25,43,80,61,88,88,8,52,28,16,38,62,73,88,40,75,88,21,88,0,36,42,88,88,3,41,0,88,41,31,88,73,37,81,60,52,100,57,57,0,53,88,38,65,53,63,64,92,33,34,88,42,30,23,43,58,67,57,42,49,37,19,52,46,76,17,88,22
2018-09,49974,94,66,39,89,55,83,89,37,22,81,40,83,17,89,64,89,71,24,41,78,63,78,78,89,44,59,32,89,40,53,93,66,89,89,9,65,24,17,80,85,94,89,35,78,89,25,89,31,29,96,89,89,16,89,2,89,44,17,89,60,41,88,67,56,59,62,62,34,42,89,41,65,71,80,95,82,85,55,89,58,55,25,72,80,60,96,47,82,38,41,64,71,84,12,89,0
2018-10,55805,78,77,72,77,74,67,77,41,34,80,44,69,15,77,63,77,57,22,38,74,61,52,76,77,35,35,52,77,39,31,81,76,77,77,9,59,23,16,55,61,91,77,24,76,77,15,77,0,27,100,77,77,5,54,2,77,41,46,77,76,47,93,60,48,36,44,44,93,58,77,51,100,79,53,68,72,33,42,77,38,48,25,58,69,78,85,62,38,41,29,37,49,47,14,77,0
2018-11,48813,72,72,45,76,49,71,76,35,28,72,31,88,0,76,58,76,52,23,37,77,52,58,66,76,37,52,38,76,12,26,69,55,76,76,10,51,9,33,37,52,84,76,17,74,76,30,76,0,42,68,76,76,13,40,0,76,69,16,76,65,24,67,49,55,57,46,46,64,20,76,40,62,50,48,57,71,47,56,76,38,42,24,65,58,73,56,28,51,29,35,62,62,72,12,76,23
2018-12,61122,67,66,16,96,27,59,96,27,37,72,57,51,0,96,40,96,31,25,49,77,56,49,61,96,32,28,25,96,17,48,72,59,96,96,10,49,22,17,58,47,59,96,27,67,96,30,96,0,25,64,96,96,10,53,0,96,31,17,96,59,34,71,44,57,65,24,24,35,62,96,14,64,46,43,51,75,42,38,96,42,40,26,42,64,62,76,46,42,36,16,41,100,54,19,96,0
