date,arrival,Hong kong,Hong kong dollar,Sheung Wan ,Tai Ping Shan Street,Hong kong central,Hong Kong Disneyland,hong kong dollar to rmb,hkd to usd,Hong Kong cuisine,hong kong food,hong kong yum cha,hong kong best food,hong kong chinese food,hong kong food blog,hong kong hotel,silka hotel hong kong,hotel hong kong kowloon,crowne plaza hong kong kowloon east,Grand Hyatt Hong Kong,airbnb,hong kong accommodation,flights to hong kong,cathay pacific,hong kong to macau travel time,hong kong macau ferry,hong kong airport to macau,hong kong ferry terminal,ferry macau to hong kong airport,hong kong ferry,hongkong macau,hong kong airport,hong kong airport express,hong kong mtr hours,hong kong Transportation ,air asia,Hong Kong Airlines,agoda hong kong,asia travel hong kong,ocean park hong kong,hong kong map,singapore to hong kong,china mainland to hong kong,hong kong light show,skyscanner,ladies market hong kong opening hours,Shopping in Hong Kong,citygate outlet,hong kong shopping festival,hong kong casino,what to do in hong kong,nightlife hong kong,hong kong clubs,lan kwai fong,hong kong weather,occupy central,hongkong customs,hong kong cheap flight,Avenue of Stars,travel Tsim Sha Tsui,hong kong dollar to,hong kong currency,hong kong restaurant,hong kong travel,travel to Hong Kong,hong kong michelin,hong kong hotel central,hong kong hotel central.1,hong kong macao,hong kong asian,Hong Kong television drama,thai to hong kong,macau to hong kong,china hong kong,map hong kong,taiwan hong kong,japan hong kong,korea hong kong,mobile hong kong,eat hong kon,US hong kong,UK hong kong,shopping hong kong,street hong kong,price hong kong,ticket hong kong,train hong kong,bus hong kong,taxi hong kong,holiday hong kong,festival hong kong,hot hong kong,temperature hong kong,bar hong kong,air asia Hong Kong,Yum cha,Hong Kong Convention and Exhibition Centre
2017-02,41817,78,45,67,46,74,84,46,77,32,86,46,25,61,46,57,46,41,46,28,77,49,70,69,46,23,32,46,46,18,24,69,62,46,46,7,20,30,42,50,76,70,46,7,75,46,33,46,46,16,83,32,43,32,67,3,46,58,51,46,56,74,68,64,65,68,37,37,34,30,46,43,18,68,69,79,70,33,23,46,53,73,61,94,85,68,73,46,98,53,23,55,69,81,39,46,46
2017-03,57845,82,67,38,34,46,78,34,82,51,93,34,73,46,34,58,34,32,34,55,75,31,65,63,34,68,19,34,34,21,42,69,75,34,34,7,19,27,15,45,62,70,34,13,75,34,38,34,34,14,71,23,65,35,58,2,34,44,90,34,73,38,70,68,72,45,11,11,16,61,34,63,26,79,71,50,74,65,38,34,49,77,64,83,78,59,64,49,92,45,50,39,49,74,35,34,34
2017-04,62043,78,72,32,38,39,95,38,70,62,96,38,30,42,38,60,38,37,38,59,83,28,74,64,38,44,31,38,38,22,23,59,100,38,38,6,26,29,48,51,53,56,38,14,71,38,27,38,38,31,76,19,35,24,53,3,38,28,61,38,79,52,82,59,52,60,24,24,33,47,38,33,27,75,60,22,67,61,33,38,65,71,28,85,78,36,36,40,60,55,53,57,33,74,32,38,38
2017-05,40280,72,60,40,46,49,76,46,66,30,71,46,0,16,46,49,46,39,46,26,78,28,60,55,46,38,50,46,46,16,0,61,59,46,46,5,20,28,0,34,53,56,46,13,75,46,31,46,46,30,71,37,20,19,47,0,46,55,35,46,73,38,68,47,44,65,35,35,0,46,46,16,23,69,48,44,63,37,25,46,58,70,45,82,76,61,53,32,67,65,48,38,33,52,21,46,46
2017-06,34656,71,40,16,52,46,66,52,72,24,84,52,24,25,52,48,52,37,52,55,81,38,54,49,52,51,21,52,52,18,23,51,30,52,52,8,21,0,41,55,45,42,52,7,72,52,18,52,52,15,74,38,42,13,50,2,52,22,12,52,57,40,68,45,44,55,49,49,50,30,52,51,15,69,55,32,63,56,15,52,32,65,60,85,61,77,61,33,54,80,54,58,51,51,11,52,52
2017-07,39504,77,45,49,36,36,66,36,73,23,92,36,24,58,36,51,36,20,36,41,98,19,59,51,36,39,41,36,36,26,46,69,65,36,36,6,28,73,64,32,47,51,36,14,82,36,46,36,36,31,53,13,49,26,56,4,36,47,24,36,56,32,76,45,46,60,12,12,66,53,36,67,31,74,59,27,48,55,48,36,52,72,44,99,71,46,50,46,72,43,27,27,67,59,16,36,36
2017-08,38159,80,68,56,28,52,86,28,83,46,72,28,24,41,28,54,28,28,28,36,95,61,74,62,28,77,40,28,28,31,68,79,64,28,28,6,26,14,16,29,53,66,28,7,83,28,41,28,28,15,46,25,28,28,70,0,28,22,12,28,69,65,66,62,75,42,48,48,16,47,28,74,46,72,56,63,68,63,44,28,45,75,41,74,100,69,45,46,79,44,39,34,52,77,27,28,28
2017-09,38626,77,61,0,34,51,81,34,92,30,63,34,12,57,34,57,34,50,34,22,78,14,56,68,34,66,100,34,34,23,22,63,54,34,34,7,31,43,16,31,57,47,34,7,78,34,49,34,34,0,65,49,27,41,69,0,34,55,59,34,73,57,90,67,56,41,47,47,33,52,34,65,33,76,68,71,60,61,40,34,44,72,30,80,88,72,71,36,48,55,53,45,47,63,27,34,34
2017-10,53089,80,57,38,30,62,62,30,92,73,73,30,62,31,30,66,30,40,30,46,75,57,67,68,30,52,29,30,30,23,0,64,51,30,30,6,30,14,15,48,57,81,30,13,77,30,30,30,30,100,53,17,45,43,57,2,30,32,34,30,58,63,87,48,55,61,45,45,46,71,30,85,31,66,58,38,65,45,14,30,68,83,60,71,81,37,50,44,39,36,52,43,58,63,20,30,30
2017-11,58939,81,52,61,38,52,47,38,74,22,70,38,40,39,38,55,38,48,38,30,61,31,62,65,38,10,29,38,38,15,43,64,57,38,38,6,20,28,30,21,66,56,38,32,64,38,43,38,38,0,34,29,13,25,56,3,38,32,23,38,66,50,76,74,52,68,23,23,31,33,38,31,25,70,55,51,63,62,31,38,69,83,48,92,87,50,48,36,39,52,28,47,55,73,15,38,38
2017-12,46462,75,51,48,36,65,59,36,52,84,73,36,35,57,36,60,36,53,36,27,53,28,52,59,36,38,21,36,36,17,68,58,59,36,36,5,17,29,39,31,50,66,36,17,59,36,18,36,36,15,72,43,34,34,59,2,36,18,60,36,66,28,88,66,50,71,36,36,32,75,36,33,21,67,63,49,64,42,36,36,61,71,55,72,88,52,46,33,78,52,36,41,59,68,21,36,36
2018-01,46909,82,77,22,40,62,100,40,84,83,88,40,48,22,40,82,40,71,40,52,94,42,88,75,40,39,55,40,40,23,40,70,66,40,40,7,28,32,43,48,65,100,40,28,100,40,32,40,40,0,86,22,25,27,69,3,40,28,43,40,90,55,72,97,89,59,53,53,59,47,40,52,39,83,76,100,80,53,26,40,65,88,64,92,91,59,89,51,87,49,39,44,90,73,19,40,40
2018-02,40376,82,56,16,41,54,79,41,78,70,96,41,12,49,41,68,41,40,41,41,81,52,86,70,41,50,41,41,41,21,45,66,50,41,41,6,34,44,48,38,58,94,41,14,82,41,45,41,41,15,76,25,14,20,67,0,41,47,48,41,84,45,90,60,60,30,12,12,49,77,41,58,29,72,56,45,76,53,22,41,69,79,41,89,85,53,51,100,79,59,71,42,91,76,22,41,41
2018-03,67731,82,69,22,29,62,81,29,49,70,100,29,22,52,29,67,29,69,29,49,79,38,65,67,29,65,28,29,29,26,0,77,50,29,29,6,29,0,15,46,52,70,29,0,76,29,37,29,29,27,84,34,44,24,61,2,29,37,43,29,93,54,67,71,46,82,33,33,30,48,29,45,39,81,74,69,67,73,27,29,79,82,67,94,82,54,57,49,65,47,66,59,61,67,30,29,29
2018-04,60214,75,55,83,28,52,79,28,38,58,69,28,11,8,28,62,28,50,28,50,87,31,58,63,28,26,29,28,28,20,21,63,23,28,28,6,26,14,22,45,54,68,28,6,81,28,30,28,28,43,52,12,32,39,52,0,28,38,45,28,52,58,66,51,46,56,34,34,31,38,28,31,33,63,56,42,55,53,21,28,61,71,45,77,77,55,70,50,53,70,39,50,54,82,25,28,28
2018-05,43653,71,67,53,14,50,77,14,50,14,77,14,11,15,14,47,14,32,14,25,83,26,52,63,14,31,57,14,14,11,21,70,42,14,14,6,28,14,0,30,54,55,14,16,77,14,34,14,14,0,43,23,51,37,41,4,14,32,22,14,86,47,51,52,40,39,56,56,15,49,14,46,21,57,56,76,60,55,27,14,68,66,33,62,77,34,63,21,74,53,52,50,43,60,25,14,14
2018-06,35102,67,47,39,25,49,45,25,42,15,60,25,35,47,25,52,25,24,25,34,86,49,57,50,25,37,39,25,25,17,0,54,52,25,25,5,23,14,15,30,40,71,25,13,73,25,22,25,25,44,79,12,27,17,41,0,25,42,11,25,56,48,65,45,35,46,0,0,32,34,25,56,23,58,51,56,58,39,25,25,53,64,17,69,56,35,43,28,43,51,63,33,44,58,16,25,25
2018-07,39538,71,60,30,27,67,63,27,53,36,65,27,11,38,27,52,27,39,27,38,97,26,63,54,27,26,28,27,27,18,63,64,32,27,27,6,28,13,15,32,54,61,27,16,76,27,38,27,27,0,77,12,51,32,53,0,27,55,23,27,63,66,43,46,57,83,33,33,15,27,27,15,19,67,47,75,62,27,41,27,45,63,45,71,75,46,57,41,63,66,22,53,66,52,15,27,27
2018-08,41393,75,78,54,28,59,84,28,42,37,96,28,28,31,28,50,28,62,28,34,100,53,70,58,28,63,48,28,28,20,21,61,42,28,28,6,23,14,30,51,53,75,28,10,72,28,17,28,28,0,56,36,33,31,58,0,28,56,23,28,63,63,77,49,48,51,11,11,47,50,28,55,39,64,47,59,65,34,34,28,72,74,55,88,80,59,76,52,60,63,27,50,72,71,20,28,28
2018-09,39121,100,59,47,41,67,76,41,46,38,69,41,35,56,41,76,41,58,41,35,85,69,75,70,41,92,78,41,41,27,22,94,73,41,41,6,32,71,23,43,84,91,41,17,73,41,40,41,41,30,100,24,27,57,100,2,41,40,47,41,78,61,75,70,71,64,35,35,32,74,41,16,39,83,85,69,100,59,39,41,87,86,37,75,67,73,92,43,77,61,54,52,60,85,10,41,41
2018-10,54553,91,100,30,28,64,62,28,52,51,80,28,34,39,28,75,28,43,28,42,77,13,49,73,28,62,57,28,28,33,64,74,65,28,28,6,25,41,37,36,72,79,28,10,70,28,34,28,28,0,78,23,19,59,66,0,28,29,11,28,89,63,75,69,44,67,67,67,31,60,28,31,100,99,87,67,78,47,31,28,61,84,40,100,93,61,83,57,92,56,45,61,63,79,10,28,28
2018-11,57782,81,64,75,34,67,49,34,44,43,96,34,45,100,34,55,34,53,34,42,62,35,61,62,34,67,66,34,34,20,21,62,51,34,34,5,23,0,0,27,53,66,34,19,61,34,42,34,34,28,71,17,39,51,56,2,34,38,23,34,73,66,62,47,44,73,45,45,46,55,34,62,40,76,59,71,76,49,41,34,39,82,38,78,78,46,59,41,60,31,32,46,51,78,25,34,34
2018-12,46367,72,62,64,31,45,70,31,35,99,90,31,41,81,31,58,31,39,31,31,56,28,56,61,31,33,39,31,31,13,22,64,74,31,31,5,26,29,16,47,49,66,31,10,57,31,18,31,31,15,59,62,55,45,56,0,31,25,48,31,52,51,66,41,38,65,12,12,65,29,31,24,27,64,63,48,69,50,29,31,27,70,30,57,71,48,49,53,63,31,17,60,68,71,16,31,31
